label,text,tokens,clean_text
0,i think i‘m waiting for the same bus inform me when you get there if you ever get there,"['think', '‘', 'waiting', 'bus', 'inform', 'get', 'ever', 'get']",think ‘ waiting bus inform get ever get
0,no one interested may be some business plan,"['one', 'interested', 'may', 'business', 'plan']",one interested may business plan
0,taka lor wat time u wan come n look us,"['taka', 'lor', 'wat', 'time', 'u', 'wan', 'come', 'n', 'look', 'u']",taka lor wat time u wan come n look u
0,get ready for ltgt inches of pleasure,"['get', 'ready', 'ltgt', 'inch', 'pleasure']",get ready ltgt inch pleasure
0,fwiw the reason im only around when its time to smoke is that because of gas i can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,"['fwiw', 'reason', 'im', 'around', 'time', 'smoke', 'gas', 'afford', 'around', 'someone', 'tell', 'apparently', 'happens', 'somebody', 'want', 'light']",fwiw reason im around time smoke gas afford around someone tell apparently happens somebody want light
0,just wait till end of march when el nino gets himself oh,"['wait', 'till', 'end', 'march', 'el', 'nino', 'get', 'oh']",wait till end march el nino get oh
0,anyway holla at me whenever youre around because i need an excuse to go creep on people in sarasota,"['anyway', 'holla', 'whenever', 'youre', 'around', 'need', 'excuse', 'go', 'creep', 'people', 'sarasota']",anyway holla whenever youre around need excuse go creep people sarasota
0,thank you princess i want to see your nice juicy booty,"['thank', 'princess', 'want', 'see', 'nice', 'juicy', 'booty']",thank princess want see nice juicy booty
1,great news call freefone to claim your guaranteed £ cash or £ gift speak to a live operator now,"['great', 'news', 'call', 'freefone', 'claim', 'guaranteed', '£', 'cash', '£', 'gift', 'speak', 'live', 'operator']",great news call freefone claim guaranteed £ cash £ gift speak live operator
0,great i hope you like your man well endowed i am ltgt inches,"['great', 'hope', 'like', 'man', 'well', 'endowed', 'ltgt', 'inch']",great hope like man well endowed ltgt inch
0,and very importantly all we discuss is between u and i only,"['importantly', 'discus', 'u']",importantly discus u
0,just come home i dont want u to be miserable,"['come', 'home', 'dont', 'want', 'u', 'miserable']",come home dont want u miserable
1,ou are guaranteed the latest nokia phone a gb ipod mp player or a £ prize txt word collect to no ibhltd ldnwh pmtmsgrcvd,"['ou', 'guaranteed', 'latest', 'nokia', 'phone', 'gb', 'ipod', 'mp', 'player', '£', 'prize', 'txt', 'word', 'collect', 'ibhltd', 'ldnwh', 'pmtmsgrcvd']",ou guaranteed latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd
0,i am joining today formallypls keep prayingwill talk later,"['joining', 'today', 'formallypls', 'keep', 'prayingwill', 'talk', 'later']",joining today formallypls keep prayingwill talk later
0,going thru a very different feelingwavering decisions and coping up with the same is the same individualtime will heal everything i believe,"['going', 'thru', 'different', 'feelingwavering', 'decision', 'coping', 'individualtime', 'heal', 'everything', 'believe']",going thru different feelingwavering decision coping individualtime heal everything believe
0,which is why i never wanted to tell you any of this which is why im so short with you and onedge as of late,"['never', 'wanted', 'tell', 'im', 'short', 'onedge', 'late']",never wanted tell im short onedge late
0,new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say im always correct,"['new', 'theory', 'argument', 'win', 'situation', 'loses', 'person', 'dont', 'argue', 'ur', 'friend', 'kick', 'amp', 'say', 'im', 'always', 'correct']",new theory argument win situation loses person dont argue ur friend kick amp say im always correct
0,just normal only here,['normal'],normal
0,i have sleeping bags blanket and paper and phone details anything else,"['sleeping', 'bag', 'blanket', 'paper', 'phone', 'detail', 'anything', 'else']",sleeping bag blanket paper phone detail anything else
0,only if you promise your getting out as soon as you can and youll text me in the morning to let me know you made it in ok,"['promise', 'getting', 'soon', 'youll', 'text', 'morning', 'let', 'know', 'made', 'ok']",promise getting soon youll text morning let know made ok
0,aiyah e rain like quite big leh if drizzling i can at least run home,"['aiyah', 'e', 'rain', 'like', 'quite', 'big', 'leh', 'drizzling', 'least', 'run', 'home']",aiyah e rain like quite big leh drizzling least run home
0,are you still getting the goods,"['still', 'getting', 'good']",still getting good
1,last chance claim ur £ worth of discount voucherstext yes to nowsavamobmember offers mobile t cs £ sub remove txt x or stop,"['last', 'chance', 'claim', 'ur', '£', 'worth', 'discount', 'voucherstext', 'yes', 'nowsavamobmember', 'offer', 'mobile', 'c', '£', 'sub', 'remove', 'txt', 'x', 'stop']",last chance claim ur £ worth discount voucherstext yes nowsavamobmember offer mobile c £ sub remove txt x stop
0,okey dokey swashbuckling stuff what oh,"['okey', 'dokey', 'swashbuckling', 'stuff', 'oh']",okey dokey swashbuckling stuff oh
0,beautiful truth expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud ni,"['beautiful', 'truth', 'expression', 'face', 'could', 'seen', 'everyone', 'depression', 'heart', 'could', 'understood', 'loved', 'one', 'gud', 'ni']",beautiful truth expression face could seen everyone depression heart could understood loved one gud ni
0,im on the bus love you,"['im', 'bus', 'love']",im bus love
0,hi wlcome back did wonder if you got eaten by a lion or something nothing much,"['hi', 'wlcome', 'back', 'wonder', 'got', 'eaten', 'lion', 'something', 'nothing', 'much']",hi wlcome back wonder got eaten lion something nothing much
0,theres no point hangin on to mr not right if hes not makin u happy,"['there', 'point', 'hangin', 'mr', 'right', 'he', 'makin', 'u', 'happy']",there point hangin mr right he makin u happy
0,yeah we wouldnt leave for an hour at least hows sound,"['yeah', 'wouldnt', 'leave', 'hour', 'least', 'hows', 'sound']",yeah wouldnt leave hour least hows sound
0,is she replying has boye changed his phone number,"['replying', 'boye', 'changed', 'phone', 'number']",replying boye changed phone number
0,all day working dayexcept saturday and sunday,"['day', 'working', 'dayexcept', 'saturday', 'sunday']",day working dayexcept saturday sunday
0,do whatever you want you know what the rules are we had a talk earlier this week about what had to start happening you showing responsibility yet every week its can i bend the rule this way what about that way do whatever im tired of having thia same argument with you every week and a ltgt movie doesnt inlude the previews youre still getting in after,"['whatever', 'want', 'know', 'rule', 'talk', 'earlier', 'week', 'start', 'happening', 'showing', 'responsibility', 'yet', 'every', 'week', 'bend', 'rule', 'way', 'way', 'whatever', 'im', 'tired', 'thia', 'argument', 'every', 'week', 'ltgt', 'movie', 'doesnt', 'inlude', 'preview', 'youre', 'still', 'getting']",whatever want know rule talk earlier week start happening showing responsibility yet every week bend rule way way whatever im tired thia argument every week ltgt movie doesnt inlude preview youre still getting
0,yo howz u girls never rang after india l,"['yo', 'howz', 'u', 'girl', 'never', 'rang', 'india', 'l']",yo howz u girl never rang india l
0,not sure i have the stomach for it,"['sure', 'stomach']",sure stomach
1,money i have won wining number wot do i do next,"['money', 'wining', 'number', 'wot', 'next']",money wining number wot next
0,it could work well reach a consensus at the next meeting,"['could', 'work', 'well', 'reach', 'consensus', 'next', 'meeting']",could work well reach consensus next meeting
0,kkim going to tirunelvali this week to see my uncle i already spend the amount by taking dress so only i want moneyi will give it on feb,"['kkim', 'going', 'tirunelvali', 'week', 'see', 'uncle', 'already', 'spend', 'amount', 'taking', 'dress', 'want', 'moneyi', 'give', 'feb']",kkim going tirunelvali week see uncle already spend amount taking dress want moneyi give feb
0,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,"['watever', 'relation', 'u', 'built', 'dis', 'world', 'thing', 'remains', 'atlast', 'iz', 'lonlines', 'lotz', 'n', 'lot', 'memory', 'feeling']",watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling
0,evry emotion dsnt hav wordsevry wish dsnt hav prayrs if u smiled world is wit uothrwise even d drop of tear dsnt lik stay wit uso b happy good morning keep smiling,"['evry', 'emotion', 'dsnt', 'hav', 'wordsevry', 'wish', 'dsnt', 'hav', 'prayrs', 'u', 'smiled', 'world', 'wit', 'uothrwise', 'even', 'drop', 'tear', 'dsnt', 'lik', 'stay', 'wit', 'uso', 'b', 'happy', 'good', 'morning', 'keep', 'smiling']",evry emotion dsnt hav wordsevry wish dsnt hav prayrs u smiled world wit uothrwise even drop tear dsnt lik stay wit uso b happy good morning keep smiling
0,seriously tell her those exact words right now,"['seriously', 'tell', 'exact', 'word', 'right']",seriously tell exact word right
0,thats cool i want to please you,"['thats', 'cool', 'want', 'please']",thats cool want please
0,update your face book status frequently,"['update', 'face', 'book', 'status', 'frequently']",update face book status frequently
0,not course only maths one day one chapter with in one month we can finish,"['course', 'math', 'one', 'day', 'one', 'chapter', 'one', 'month', 'finish']",course math one day one chapter one month finish
0,yar lor actually we quite fast cos da ge slow wat haha,"['yar', 'lor', 'actually', 'quite', 'fast', 'co', 'da', 'ge', 'slow', 'wat', 'haha']",yar lor actually quite fast co da ge slow wat haha
1,want to funk up ur fone with a weekly new tone reply tonesu this text wwwringtonescouk the original n best tones gbp network operator rates apply,"['want', 'funk', 'ur', 'fone', 'weekly', 'new', 'tone', 'reply', 'tonesu', 'text', 'wwwringtonescouk', 'original', 'n', 'best', 'tone', 'gbp', 'network', 'operator', 'rate', 'apply']",want funk ur fone weekly new tone reply tonesu text wwwringtonescouk original n best tone gbp network operator rate apply
0,it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep,"['didnt', 'work', 'oh', 'ok', 'goodnight', 'ill', 'fix', 'ready', 'time', 'wake', 'dearly', 'missed', 'good', 'night', 'sleep']",didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep
0,cha quiteamuzing thatscool babeprobpop in cu satthen hunny brekkie love jen xxx psxtra lrg portions me please,"['cha', 'quiteamuzing', 'that\x92scool', 'babeprobpop', 'cu', 'satthen', 'hunny', 'brekkie', 'love', 'jen', 'xxx', 'psxtra', 'lrg', 'portion', 'please']",cha quiteamuzing thatscool babeprobpop cu satthen hunny brekkie love jen xxx psxtra lrg portion please
0,aiyo u always c our ex one i dunno abt mei she haven reply first time u reply so fast y so lucky not workin huh got bao by ur sugardad ahgee,"['aiyo', 'u', 'always', 'c', 'ex', 'one', 'dunno', 'abt', 'mei', 'reply', 'first', 'time', 'u', 'reply', 'fast', 'lucky', 'workin', 'huh', 'got', 'bao', 'ur', 'sugardad', 'ahgee']",aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ahgee
0,you call him now ok i said call him,"['call', 'ok', 'said', 'call']",call ok said call
0,sounds great im going to sleep now have a good night,"['sound', 'great', 'im', 'going', 'sleep', 'good', 'night']",sound great im going sleep good night
0,aiyo u so poor thing then u dun wan eat u bathe already,"['aiyo', 'u', 'poor', 'thing', 'u', 'dun', 'wan', 'eat', 'u', 'bathe', 'already']",aiyo u poor thing u dun wan eat u bathe already
0,hi kindly give us back our documents which we submitted for loan from stapati,"['hi', 'kindly', 'give', 'u', 'back', 'document', 'submitted', 'loan', 'stapati']",hi kindly give u back document submitted loan stapati
0,a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend,"['bit', 'ur', 'smile', 'hppnss', 'drop', 'ur', 'tear', 'sorrow', 'part', 'ur', 'heart', 'life', 'heart', 'like', 'mine', 'wil', 'care', 'u', 'forevr', 'goodfriend']",bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
0,thats good because i need drugs,"['thats', 'good', 'need', 'drug']",thats good need drug
0,ill post her out lr in class,"['ill', 'post', 'lr', 'class']",ill post lr class
1,get your garden ready for summer with a free selection of summer bulbs and seeds worth £ only with the scotsman this saturday to stop go notxtcouk,"['get', 'garden', 'ready', 'summer', 'free', 'selection', 'summer', 'bulb', 'seed', 'worth', '£', 'scotsman', 'saturday', 'stop', 'go', 'notxtcouk']",get garden ready summer free selection summer bulb seed worth £ scotsman saturday stop go notxtcouk
0,im going lunch now wif my family then aft dat i go str orchard lor,"['im', 'going', 'lunch', 'wif', 'family', 'aft', 'dat', 'go', 'str', 'orchard', 'lor']",im going lunch wif family aft dat go str orchard lor
0,becoz its ltgt jan whn al the post ofice is in holiday so she cn go fr the post oficegot it duffer,"['becoz', 'ltgt', 'jan', 'whn', 'al', 'post', 'ofice', 'holiday', 'cn', 'go', 'fr', 'post', 'oficegot', 'duffer']",becoz ltgt jan whn al post ofice holiday cn go fr post oficegot duffer
0,is it ok if i stay the night here xavier has a sleeping bag and im getting tired,"['ok', 'stay', 'night', 'xavier', 'sleeping', 'bag', 'im', 'getting', 'tired']",ok stay night xavier sleeping bag im getting tired
0,im already back home so no probably not,"['im', 'already', 'back', 'home', 'probably']",im already back home probably
0,babe i lost you,"['babe', 'lost']",babe lost
0,after my work ah den plus lor u workin oso rite den go orchard lor no other place to go liao,"['work', 'ah', 'den', 'plus', 'lor', 'u', 'workin', 'oso', 'rite', 'den', 'go', 'orchard', 'lor', 'place', 'go', 'liao']",work ah den plus lor u workin oso rite den go orchard lor place go liao
0,aight should i just plan to come up later tonight,"['aight', 'plan', 'come', 'later', 'tonight']",aight plan come later tonight
0,yes there were many sweets,"['yes', 'many', 'sweet']",yes many sweet
0,come to mahal bus stop ltdecimalgt,"['come', 'mahal', 'bus', 'stop', 'ltdecimalgt']",come mahal bus stop ltdecimalgt
0,need a coffee run tomocant believe its that time of week already,"['need', 'coffee', 'run', 'tomocant', 'believe', 'time', 'week', 'already']",need coffee run tomocant believe time week already
1,last chance claim ur £ worth of discount vouchers today text shop to now savamob offers mobile t cs savamob pobox muz £ sub,"['last', 'chance', 'claim', 'ur', '£', 'worth', 'discount', 'voucher', 'today', 'text', 'shop', 'savamob', 'offer', 'mobile', 'c', 'savamob', 'pobox', 'muz', '£', 'sub']",last chance claim ur £ worth discount voucher today text shop savamob offer mobile c savamob pobox muz £ sub
0,are you in the pub,['pub'],pub
1,you have won a guaranteed award or maybe even £ cash to claim ur award call free on its a legitimat efreefone number wat do u think,"['guaranteed', 'award', 'maybe', 'even', '£', 'cash', 'claim', 'ur', 'award', 'call', 'free', 'legitimat', 'efreefone', 'number', 'wat', 'u', 'think']",guaranteed award maybe even £ cash claim ur award call free legitimat efreefone number wat u think
0,yes rent is very expensive so its the way we save,"['yes', 'rent', 'expensive', 'way', 'save']",yes rent expensive way save
0,anyway im going shopping on my own now cos my sis not done yet dun disturb u liao,"['anyway', 'im', 'going', 'shopping', 'co', 'si', 'done', 'yet', 'dun', 'disturb', 'u', 'liao']",anyway im going shopping co si done yet dun disturb u liao
0,lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am,"['lol', 'would', 'mom', 'would', 'fit', 'tell', 'whole', 'family', 'crazy', 'terrible']",lol would mom would fit tell whole family crazy terrible
1,double mins and txts months free bluetooth on orange available on sony nokia motorola phones call mobileupd on or calloptoutndx,"['double', 'min', 'txts', 'month', 'free', 'bluetooth', 'orange', 'available', 'sony', 'nokia', 'motorola', 'phone', 'call', 'mobileupd', 'calloptoutndx']",double min txts month free bluetooth orange available sony nokia motorola phone call mobileupd calloptoutndx
0,hello as per request from ltgt rs has been transfered to you,"['hello', 'per', 'request', 'ltgt', 'r', 'transfered']",hello per request ltgt r transfered
0,a few people are at the game im at the mall with iouri and kaila,"['people', 'game', 'im', 'mall', 'iouri', 'kaila']",people game im mall iouri kaila
0,leave it de start prepare for next,"['leave', 'de', 'start', 'prepare', 'next']",leave de start prepare next
1,shop till u drop is it you either k k £ cash or £ travel voucher call now ntt po box crbt fixedline cost ppm mobile vary,"['shop', 'till', 'u', 'drop', 'either', 'k', 'k', '£', 'cash', '£', 'travel', 'voucher', 'call', 'ntt', 'po', 'box', 'crbt', 'fixedline', 'cost', 'ppm', 'mobile', 'vary']",shop till u drop either k k £ cash £ travel voucher call ntt po box crbt fixedline cost ppm mobile vary
0,i am going to film day da at pm sorry da,"['going', 'film', 'day', 'da', 'pm', 'sorry', 'da']",going film day da pm sorry da
0,im not sure i was just checking out what was happening around the area,"['im', 'sure', 'checking', 'happening', 'around', 'area']",im sure checking happening around area
0,well done and luv ya all,"['well', 'done', 'luv', 'ya']",well done luv ya
0,th of july,"['th', 'july']",th july
0,happy new year my no man,"['happy', 'new', 'year', 'man']",happy new year man
0,im back lemme know when youre ready,"['im', 'back', 'lem', 'know', 'youre', 'ready']",im back lem know youre ready
0,dear sirsalam alaikkumpride and pleasure meeting you today at the tea shopwe are pleased to send you our contact number at qatarrakhesh an indianpls save our numberrespectful regards,"['dear', 'sirsalam', 'alaikkumpride', 'pleasure', 'meeting', 'today', 'tea', 'shopwe', 'pleased', 'send', 'contact', 'number', 'qatarrakhesh', 'indianpls', 'save', 'numberrespectful', 'regard']",dear sirsalam alaikkumpride pleasure meeting today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regard
0,how are you wish you a great semester,"['wish', 'great', 'semester']",wish great semester
0,hey cutie how goes it here in wales its kinda ok there is like hills and shit but i still avent killed myself,"['hey', 'cutie', 'go', 'wale', 'kinda', 'ok', 'like', 'hill', 'shit', 'still', 'avent', 'killed']",hey cutie go wale kinda ok like hill shit still avent killed
0,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt,"['ever', 'green', 'quote', 'ever', 'told', 'jerry', 'cartoon', 'person', 'irritates', 'u', 'always', 'one', 'love', 'u', 'vry', 'much', 'fails', 'express', 'gud', 'nyt']",ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt
0,i cant right this second gotta hit people up first,"['cant', 'right', 'second', 'got', 'ta', 'hit', 'people', 'first']",cant right second got ta hit people first
0,what im saying is if you havent explicitly told nora i know someone im probably just not gonna bother,"['im', 'saying', 'havent', 'explicitly', 'told', 'nora', 'know', 'someone', 'im', 'probably', 'gon', 'na', 'bother']",im saying havent explicitly told nora know someone im probably gon na bother
0,think i could stop by in like an hour or so my roommates looking to stock up for a trip,"['think', 'could', 'stop', 'like', 'hour', 'roommate', 'looking', 'stock', 'trip']",think could stop like hour roommate looking stock trip
0,have you bookedthe hut and also your time off how are you by the way,"['bookedthe', 'hut', 'also', 'time', 'way']",bookedthe hut also time way
0,on the way to office da,"['way', 'office', 'da']",way office da
0,if we win its really no side for long time,"['win', 'really', 'side', 'long', 'time']",win really side long time
0,im not sure if its still available though,"['im', 'sure', 'still', 'available', 'though']",im sure still available though
0,so ü pay first lar then when is da stock comin,"['ü', 'pay', 'first', 'lar', 'da', 'stock', 'comin']",ü pay first lar da stock comin
0,u too,['u'],u
0,sorry pa i dont knw who ru pa,"['sorry', 'pa', 'dont', 'knw', 'ru', 'pa']",sorry pa dont knw ru pa
0,what do u reckon as need arrange transport if u cant do it thanks,"['u', 'reckon', 'need', 'arrange', 'transport', 'u', 'cant', 'thanks']",u reckon need arrange transport u cant thanks
0,sure but make sure he knows we aint smokin yet,"['sure', 'make', 'sure', 'know', 'aint', 'smokin', 'yet']",sure make sure know aint smokin yet
0,nah im goin the wrks with j wot bout u,"['nah', 'im', 'goin', 'wrks', 'j', 'wot', 'bout', 'u']",nah im goin wrks j wot bout u
0,i am seeking a lady in the street and a freak in the sheets is that you,"['seeking', 'lady', 'street', 'freak', 'sheet']",seeking lady street freak sheet
0,dear will call tmorrowpls accomodate,"['dear', 'call', 'tmorrowpls', 'accomodate']",dear call tmorrowpls accomodate
0,u dont remember that old commercial,"['u', 'dont', 'remember', 'old', 'commercial']",u dont remember old commercial
0,im used to it i just hope my agents dont drop me since ive only booked a few things this year this whole me in boston them in nyc was an experiment,"['im', 'used', 'hope', 'agent', 'dont', 'drop', 'since', 'ive', 'booked', 'thing', 'year', 'whole', 'boston', 'nyc', 'experiment']",im used hope agent dont drop since ive booked thing year whole boston nyc experiment
0,sorry da i gone mad so many pending works what to do,"['sorry', 'da', 'gone', 'mad', 'many', 'pending', 'work']",sorry da gone mad many pending work
0,ok then ill let him noe later n ask him call u tmr,"['ok', 'ill', 'let', 'noe', 'later', 'n', 'ask', 'call', 'u', 'tmr']",ok ill let noe later n ask call u tmr
0,its not the same here still looking for a job how much do tas earn there,"['still', 'looking', 'job', 'much', 'ta', 'earn']",still looking job much ta earn
0,he dint tell anything he is angry on me that why you told to abi,"['dint', 'tell', 'anything', 'angry', 'told', 'abi']",dint tell anything angry told abi
0,babe i need your advice,"['babe', 'need', 'advice']",babe need advice
0,yo dude guess who just got arrested the other day,"['yo', 'dude', 'guess', 'got', 'arrested', 'day']",yo dude guess got arrested day
0,for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections,"['many', 'thing', 'antibiotic', 'used', 'chest', 'abdomen', 'gynae', 'infection', 'even', 'bone', 'infection']",many thing antibiotic used chest abdomen gynae infection even bone infection
0,with my sis lor we juz watched italian job,"['si', 'lor', 'juz', 'watched', 'italian', 'job']",si lor juz watched italian job
0,hey they r not watching movie tonight so ill prob b home early,"['hey', 'r', 'watching', 'movie', 'tonight', 'ill', 'prob', 'b', 'home', 'early']",hey r watching movie tonight ill prob b home early
0,y she dun believe leh i tot i told her its true already i thk she muz c us tog then she believe,"['dun', 'believe', 'leh', 'tot', 'told', 'true', 'already', 'thk', 'muz', 'c', 'u', 'tog', 'believe']",dun believe leh tot told true already thk muz c u tog believe
0,ey calm downon theacusations itxt u cos iwana know wotu r doin at thewend haventcn u in agesring me if ur up nething satlove j xxx,"['ey', 'calm', 'downon', 'theacusations', 'itxt', 'u', 'co', 'iwana', 'know', 'wotu', 'r', 'doin', 'thewend', 'haventcn', 'u', 'agesring', 'ur', 'nething', 'satlove', 'j', 'xxx']",ey calm downon theacusations itxt u co iwana know wotu r doin thewend haventcn u agesring ur nething satlove j xxx
0,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob,"['wnt', 'buy', 'bmw', 'car', 'urgentlyits', 'vry', 'urgentbut', 'hv', 'shortage', 'ltgt', 'lacsthere', 'source', 'arng', 'dis', 'amt', 'ltgt', 'lacsthats', 'prob']",wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
0,crucify is c not s you should have told me earlier,"['crucify', 'c', 'told', 'earlier']",crucify c told earlier
0,will you come online today night,"['come', 'online', 'today', 'night']",come online today night
0,kkthis month kotees birthday know,"['kkthis', 'month', 'kotees', 'birthday', 'know']",kkthis month kotees birthday know
0,hey leave it not a big deal take care,"['hey', 'leave', 'big', 'deal', 'take', 'care']",hey leave big deal take care
1,hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy,"['hello', 'darling', 'today', 'would', 'love', 'chat', 'dont', 'tell', 'look', 'like', 'sexy']",hello darling today would love chat dont tell look like sexy
0,ok lor,"['ok', 'lor']",ok lor
0,just dropped em off omw back now,"['dropped', 'em', 'omw', 'back']",dropped em omw back
0,the baskets gettin full so i might be by tonight,"['basket', 'gettin', 'full', 'might', 'tonight']",basket gettin full might tonight
0,u,['u'],u
0,haha can but im having dinner with my cousin,"['haha', 'im', 'dinner', 'cousin']",haha im dinner cousin
0,did u receive my msg,"['u', 'receive', 'msg']",u receive msg
0,okie,['okie'],okie
0,lol yes our friendship is hanging on a thread cause u wont buy stuff,"['lol', 'yes', 'friendship', 'hanging', 'thread', 'cause', 'u', 'wont', 'buy', 'stuff']",lol yes friendship hanging thread cause u wont buy stuff
0,hey doc pls i want to get nice t shirt for my hubby nice fiting ones my budget is ltgt k help pls i will load d card abi hwkeep me posted luv mj,"['hey', 'doc', 'pls', 'want', 'get', 'nice', 'shirt', 'hubby', 'nice', 'fiting', 'one', 'budget', 'ltgt', 'k', 'help', 'pls', 'load', 'card', 'abi', 'hwkeep', 'posted', 'luv', 'mj']",hey doc pls want get nice shirt hubby nice fiting one budget ltgt k help pls load card abi hwkeep posted luv mj
0,just sleepingand surfing,"['sleepingand', 'surfing']",sleepingand surfing
0,did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will live do you think i would be the first person die from n v q,"['say', 'fantastic', 'chance', 'anything', 'need', 'bigger', 'life', 'lift', 'losing', 'live', 'think', 'would', 'first', 'person', 'die', 'n', 'v', 'q']",say fantastic chance anything need bigger life lift losing live think would first person die n v q
0,i always chat with you in fact i need money can you raise me,"['always', 'chat', 'fact', 'need', 'money', 'raise']",always chat fact need money raise
0,he also knows about lunch menu only da i know,"['also', 'know', 'lunch', 'menu', 'da', 'know']",also know lunch menu da know
0,does she usually take fifteen fucking minutes to respond to a yes or no question,"['usually', 'take', 'fifteen', 'fucking', 'minute', 'respond', 'yes', 'question']",usually take fifteen fucking minute respond yes question
0,what is important is that you prevent dehydration by giving her enough fluids,"['important', 'prevent', 'dehydration', 'giving', 'enough', 'fluid']",important prevent dehydration giving enough fluid
0,we not watching movie already xy wants shop so im shopping w her now,"['watching', 'movie', 'already', 'xy', 'want', 'shop', 'im', 'shopping', 'w']",watching movie already xy want shop im shopping w
1,private your account statement for shows unredeemed bonus points to claim call identifier code expires,"['private', 'account', 'statement', 'show', 'unredeemed', 'bonus', 'point', 'claim', 'call', 'identifier', 'code', 'expires']",private account statement show unredeemed bonus point claim call identifier code expires
0,it only does simple arithmetic not percentages,"['simple', 'arithmetic', 'percentage']",simple arithmetic percentage
0,i can ask around but theres not a lot in terms of mids up here,"['ask', 'around', 'there', 'lot', 'term', 'mids']",ask around there lot term mids
0,what happened to our yo date,"['happened', 'yo', 'date']",happened yo date
0,yup from what i remb i think should be can book,"['yup', 'remb', 'think', 'book']",yup remb think book
1,hey boys want hot xxx pics sent direct ur phone txt porn to hrs free and then just p per day to stop text stopbcm sf wcnxx,"['hey', 'boy', 'want', 'hot', 'xxx', 'pic', 'sent', 'direct', 'ur', 'phone', 'txt', 'porn', 'hr', 'free', 'p', 'per', 'day', 'stop', 'text', 'stopbcm', 'sf', 'wcnxx']",hey boy want hot xxx pic sent direct ur phone txt porn hr free p per day stop text stopbcm sf wcnxx
0,er yep sure props,"['er', 'yep', 'sure', 'prop']",er yep sure prop
0,i know a few people i can hit up and fuck to the yes,"['know', 'people', 'hit', 'fuck', 'yes']",know people hit fuck yes
0,and picking them up from various points,"['picking', 'various', 'point']",picking various point
